layer,code,seq,name,removed_from_gmaps,lat,lon,source_url,description
mosque,新潟03,135,アンヌールモスク新潟,False,37.8727044,138.9550741,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gyf8xrSvBc_2R07Vf7ereEN9dvoMsSY_Y04U2D4A9eZIXJ1RaV354zMBVXngQdVI21uqHzddtRu5HlDVyHdk5KJhuPlO9QOaRiYnViy-QHbGxPxJyvpBtHwwIqBH4vJYkuqeGZ2MhmX17IqVHWCEY1unmKHGQ9743M7nh1DQo14RI0tGBpkM5Rmd3gdFJMqg7JeggXV18YUGjjMBXuddbpVCVcfzBhIMlaN3RDP4KuxQFiMmIARipMj5ds?fife=s16383,"<img src=""https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gyf8xrSvBc_2R07Vf7ereEN9dvoMsSY_Y04U2D4A9eZIXJ1RaV354zMBVXngQdVI21uqHzddtRu5HlDVyHdk5KJhuPlO9QOaRiYnViy-QHbGxPxJyvpBtHwwIqBH4vJYkuqeGZ2MhmX17IqVHWCEY1unmKHGQ9743M7nh1DQo14RI0tGBpkM5Rmd3gdFJMqg7JeggXV18YUGjjMBXuddbpVCVcfzBhIMlaN3RDP4KuxQFiMmIARipMj5ds?fife=s16383"" height=""200"" width=""auto"" /><br>2026年4月削除、6月新たに登録されたためこちらで登録しなおし。<br>新潟県新潟市西区五十嵐１の町６７７６−４３"
mosque,新潟04,137,"★Masjid Nusantara Tsubame, Niigata",True,37.6643609,138.9283513,,2026.3<br>googleマップ登録削除
mosque,富山01,129,Toyama Muslim center TMC,False,36.7015617,137.1876047,,
mosque,富山02,134,富山モスク,False,36.7452154,137.1011574,,
mosque,富山03,281,魚津モスク UOZU MOSQUE,False,36.804355,137.450552,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gz4UndrYlvsHTnZmHN0IUqfvLmIecjMQow7HGcSVYbYRMnGwDXRBDjkIyqrHrFNd0MiSl4z6jObR5TULC6AZsPh9QGojQ3x3qtX6qu1qewQ5ebkXaiu5V5NiiIma5muh_XPjxHRl3HTw1HS6XN4mOOWxXaXXQpbNrglXmGBZz2z0ejkFyY8OMvlVbeXj1pH6GMomHaVeyRDMN6_wr-faoPPrn7dxJuohfOMFr8bgWdEImlsvRmNocFmgOk?fife=s16383,"<img src=""https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gz4UndrYlvsHTnZmHN0IUqfvLmIecjMQow7HGcSVYbYRMnGwDXRBDjkIyqrHrFNd0MiSl4z6jObR5TULC6AZsPh9QGojQ3x3qtX6qu1qewQ5ebkXaiu5V5NiiIma5muh_XPjxHRl3HTw1HS6XN4mOOWxXaXXQpbNrglXmGBZz2z0ejkFyY8OMvlVbeXj1pH6GMomHaVeyRDMN6_wr-faoPPrn7dxJuohfOMFr8bgWdEImlsvRmNocFmgOk?fife=s16383"" height=""200"" width=""auto"" /><br>富山県魚津市石垣５６１<br>ドバイオートリサイクル？？？"
mosque,石川01,133,ウマル ビン アルカッタービ モスク（富山モスク金沢支部）,False,36.5549286,136.6955859,,
mosque,福井01,143,福井モスク,False,36.0769594,136.2101061,,
mosque,山梨01,142,富士河口湖マスジド,False,35.5077183,138.7615801,,
mosque,山梨02,147,Kofu mosque,False,35.6565019,138.5665705,,
mosque,長野01,140,Bilal Masjid Nagano,False,36.4292408,138.1927153,,
mosque,長野02,145,MASJID INDONESIA UEDA,False,36.3744664,138.281732,,
mosque,長野03,149,Masjid Jamia Al Iman,False,36.1477484,137.9360487,,
mosque,長野04,249,MASJID E QUBA,False,36.6459387,138.2917491,,
mosque,長野05,248,Sasana shamo tomi,False,36.3662626,138.3712207,,
mosque,長野06,275,MASJID Aysha,False,36.363085,138.3185409,,長野県東御市本海野１５９２
mosque,岐阜01,151,Future Minakamo Islamic Center,False,35.4351796,137.0035229,https://dnr5150.net/blog-299/,https://dnr5150.net/blog-299/<br>岐阜県美濃加茂市深田町3-8-325<br>2025年12月建設予定記事
mosque,岐阜02,141,岐阜イスラミックコンプレックス,False,35.458551,136.741624,,
mosque,岐阜03,144,Ogaki Masjid,False,35.3218265,136.6220292,,
mosque,岐阜04,146,トキモスク,False,35.3527417,137.188412,,
mosque,岐阜05,148,岐阜 ファティフ モスク,False,35.3929219,136.8389074,,
mosque,岐阜06,150,NAKATSUGAWA MOSQUE (MASJIDH),False,35.576312,137.5300103,,
mosque,岐阜07,268,マスジド木田,False,35.4396215,136.7165457,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gyl19uqJpoF3YylLDn8LmpWKQvZ74yxgP9O4KlA6r7kferbu0fAapJVfxuPWkAtE0W0iPmL2S2z_hSlEXy74NVChuRCgwuHoOH770pjjGRLVbztU5un_mGo_nOJsfp1LYomvLDL4Uu4fxvqWRbERCnF_Hh-AsKEjil8ad6S-exELYzDgDRoG3XmHgMCwE5uL97qLuqq5w0VLcXQ6j3hCLvY1GHG42XLoSn9adk8UTaMYDryMzjSlaVrsWQ?fife=s16383,"<img src=""https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gyl19uqJpoF3YylLDn8LmpWKQvZ74yxgP9O4KlA6r7kferbu0fAapJVfxuPWkAtE0W0iPmL2S2z_hSlEXy74NVChuRCgwuHoOH770pjjGRLVbztU5un_mGo_nOJsfp1LYomvLDL4Uu4fxvqWRbERCnF_Hh-AsKEjil8ad6S-exELYzDgDRoG3XmHgMCwE5uL97qLuqq5w0VLcXQ6j3hCLvY1GHG42XLoSn9adk8UTaMYDryMzjSlaVrsWQ?fife=s16383"" height=""200"" width=""auto"" /><br>https://www.google.com/maps?cid=13852185231323034991<br>岐阜県岐阜市尻毛２丁目84−１"
mosque,静岡01,156,静岡マスジド,False,34.9240804,138.3702838,,
mosque,静岡02,157,Baitul Huda Masjid Hamamatsu,False,34.6719872,137.7487231,,
mosque,静岡03,158,モハモディモスク浜松,False,34.680031,137.744095,,
mosque,静岡04,161,モスク・マスジド・ラスール（富士マスジド）,False,35.1384515,138.7428675,,
mosque,愛知01,172,名古屋モスク,False,35.1774263,136.8711236,,
mosque,愛知02,173,Keluarga Muslim Indonesia Nagoya Prayer Room,False,35.1578667,136.9127356,,
mosque,愛知03,175,AICA Masjid モスク🕌,False,35.1625051,136.9384546,,
mosque,愛知04,178,Higashi Nagoya Islamic Center (HIC),False,35.1532766,136.9577626,,
mosque,愛知05,181,マスジドインドネシア名古屋,False,35.1928755,136.8985217,,
mosque,愛知06,162,ハサナスマスジド トヨタモスク,False,35.0477169,137.0955264,,
mosque,愛知07,163,ICMG津島アヤソフィヤジャーミィ（津島ジャーミ）,False,35.1863248,136.7709841,,
mosque,愛知08,165,マスジドアッスンナー碧南,False,34.8930492,136.9856112,,
mosque,愛知09,166,名古屋港モスク,False,35.0966975,136.8529099,,
mosque,愛知10,167,Mavi Mescit・青マスジド・Blue Masjid・モスク・「 Shirayuri Islamic Centre・白百合協会 」,False,35.2518202,136.8441033,,
mosque,愛知11,168,Masjid Al-Hidayah Toyohashi,False,34.7410194,137.3591815,,
mosque,愛知12,169,ダル・ウッサラーム 豊橋マスジド,False,34.698676,137.4152337,,
mosque,愛知13,170,Masjid Darussalam Nishio 西尾ダールッサラームマスジド,False,34.8707292,137.0251376,,
mosque,愛知14,171,Toyota city Islamic Center,False,35.0890817,137.1600021,,
mosque,愛知15,152,Masjid Ichinomiya,False,35.2863656,136.8468357,,
mosque,愛知16,153,Al Mustafa Masjid 飛島モスク Jamia masjid khatme nabuwat Tobishima mosque,False,35.0782155,136.8114752,,
mosque,愛知17,154,小牧モスク,False,35.3024145,136.9223772,,
mosque,愛知18,155,瀬戸マスジド,False,35.1969305,137.104081,,
mosque,愛知19,159,春日井イスラミックセンター,False,35.300518,137.0198864,,
mosque,愛知20,160,イスラム教会 新安城 (Masjid Shin Anjo),False,34.9854042,137.0852379,,
mosque,愛知21,267,アハマディア協会,False,35.186185,136.77297,,愛知県津島市蛭間町宮重５２６
mosque,三重01,176,三重マスジド,False,34.7455384,136.5285349,,
mosque,三重02,180,Suzuka Masjid,False,34.9313827,136.5263308,,
mosque,三重03,266,Masjid UMMI(仮),False,34.8758979,136.5439192,,建設寄付募集中
mosque,滋賀01,179,Shiga Masjid,False,35.0063471,135.9573957,,
mosque,滋賀02,182,MASJID AN-NUR NOTOGAWA アンヌル能登川モスク,False,35.1740848,136.1564519,,
mosque,京都01,184,Al-Huda Mosque,False,34.933393,135.7877565,,
mosque,京都02,186,Ayabe Masjid Zohra Mosque,False,35.319117,135.242928,,
mosque,京都03,187,京都イスラーム文化センター（Kyoto Islamic Cultural Center） / 京都グランドモスク（Kyoto Grand Mosque）/京都ムスリム協会（Kyoto Muslim Association））,False,35.0217946,135.7696753,,
mosque,京都04,188,イスラミックリサーチセンタージャパン,False,34.8632531,135.7070518,,
mosque,京都05,177,Kyoto Central Masjid,False,35.0350126,135.7811676,,
mosque,大阪01,183,大阪茨木モスク,False,34.8332725,135.5325269,,
mosque,大阪02,185,ジャパンダワセンター＆アルダワマスジド,False,34.5934008,135.502701,,
mosque,大阪03,189,大阪マスジド,False,34.7083329,135.444932,,
mosque,大阪04,190,Izumi Masjid,False,34.4172878,135.4786421,,
mosque,大阪05,191,Masjid Istiqlal Osaka,False,34.6512841,135.4955536,,
mosque,大阪06,192,大阪グランドマスジド 宗教法人大阪イスラミックセンター,False,34.7043128,135.4306783,,
mosque,兵庫01,193,神戸ムスリムモスク,False,34.6961945,135.1879017,,
mosque,兵庫02,195,Miki Masjid,False,34.8094364,134.9956977,,
mosque,兵庫03,200,兵庫マスジド,False,34.703029,135.2006057,,
mosque,兵庫04,271,Himeji Central Masjid,False,34.8309988,134.6920685,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gz4CI2oI6uwxNX60xXEOJmKDNUvYz9DWzL5HLRtn22eaYRzOUUud0oY0n2Pt9dI-QfZI-4_ITZrAUGZVvtEw853iIYKeKfR5jzOeDjwi73bPtgwGL-g-lJR_UKvKWdJmzppb_DK7KsrZaRd-fT9K_048YYdKPLuUR-SVEpkjGCcFE7waZ82MPG_Qd5ZbsblfiPV7CoSPkKzcxj23eaF8JB5no8o8hLHMFmFv9FhUL-ah2DxYWOznfm6wNY?fife=s16383,"<img src=""https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gz4CI2oI6uwxNX60xXEOJmKDNUvYz9DWzL5HLRtn22eaYRzOUUud0oY0n2Pt9dI-QfZI-4_ITZrAUGZVvtEw853iIYKeKfR5jzOeDjwi73bPtgwGL-g-lJR_UKvKWdJmzppb_DK7KsrZaRd-fT9K_048YYdKPLuUR-SVEpkjGCcFE7waZ82MPG_Qd5ZbsblfiPV7CoSPkKzcxj23eaF8JB5no8o8hLHMFmFv9FhUL-ah2DxYWOznfm6wNY?fife=s16383"" height=""200"" width=""auto"" /><br>兵庫県姫路市呉服町 3-4階兵, ４１<br>https://www.google.com/maps?cid=13764131424853613885"
mosque,奈良01,196,奈良マスジドNara Masjid Jan Academy,False,34.668298,135.8226727,,
mosque,和歌01,199,Masjid Al Da’wah & Japan Da’wah Centre Wakayama,False,34.2356218,135.1767453,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gx-JgQsGgOxLYmDN5xiEAPeOGOJ68Jx8fewFa_O9-9aN1zNg_9lfulvhaVlVa59_aZqcnjh14tr8LDMBocQ3rDUGNFHXZShTIpNCivaa1bfx4Hx-gLbMu_x58zGOJPrnsmoEnIKP7p-GYcwdvNAlHXQJdqEzi7NHBKzbjWMCj6S61AFNdpbQIkggIf3aDsnSORIuboyhkdKXcx5zQ7ioWNCuBEvKNrxJ0x6ieFqFvxJpmC1VOipKsQav0A?fife=s16383,"<img src=""https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gx-JgQsGgOxLYmDN5xiEAPeOGOJ68Jx8fewFa_O9-9aN1zNg_9lfulvhaVlVa59_aZqcnjh14tr8LDMBocQ3rDUGNFHXZShTIpNCivaa1bfx4Hx-gLbMu_x58zGOJPrnsmoEnIKP7p-GYcwdvNAlHXQJdqEzi7NHBKzbjWMCj6S61AFNdpbQIkggIf3aDsnSORIuboyhkdKXcx5zQ7ioWNCuBEvKNrxJ0x6ieFqFvxJpmC1VOipKsQav0A?fife=s16383"" height=""200"" width=""auto"" /><br>2026年6月改装。ミナレット等建造中"
mosque,和歌02,279,Masjid Baiturrahman & Halal Resto,False,34.2595322,135.3092999,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwaSCzqA6MImPL-pEz17RRHwlyK0SBTdd28D6wrMUlvUUBGZjl_c-tN_q-KOSWhd2Px36GLgIr23PwGkI367e9HMdQkOnb_NXk2hwkK77ds8WeE5oz5845ld_psMQhVhxGK8DjTMDHqgr_uqvav2D1Pk7LbC4mk4wMrnrZLzOg_2pHxTAf05jGx9Bo7DGyN8OBXYZoL2ZEvte5RK26yLYVw16hGjbWtgpp-xB4cq470rXmD4Rf7f8SdtxI?fife=s16383,"<img src=""https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwaSCzqA6MImPL-pEz17RRHwlyK0SBTdd28D6wrMUlvUUBGZjl_c-tN_q-KOSWhd2Px36GLgIr23PwGkI367e9HMdQkOnb_NXk2hwkK77ds8WeE5oz5845ld_psMQhVhxGK8DjTMDHqgr_uqvav2D1Pk7LbC4mk4wMrnrZLzOg_2pHxTAf05jGx9Bo7DGyN8OBXYZoL2ZEvte5RK26yLYVw16hGjbWtgpp-xB4cq470rXmD4Rf7f8SdtxI?fife=s16383"" height=""200"" width=""auto"" />"
mosque,和歌03,280,大阪イスラミックセンター 橋本（霊園）,False,34.2911395,135.6399894,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gx7zsi7imtwOdcAvdR7UEPm_zVl5hi-RKM6ZvO5mkOlrg_HIXA2KKeJSbpu4KS9V3eUe5YSiUTp4h9en-WaJiOs8v9EuFXmw7Z1pw0J8jUlasohCvQCtlqPGhXvD9hS6hfATl8CsR2l37w3P1J2IiDvTaDr_ZApT4ONDpAcc-jlAb0CuQYTnQBhmUtjzj6mVxw1ePZjeYmLMOJa8dKmT9Emnlu1Bsx0D_GMqt40nc7IWRqJxPwB0gpOUDs?fife=s16383,"<img src=""https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gx7zsi7imtwOdcAvdR7UEPm_zVl5hi-RKM6ZvO5mkOlrg_HIXA2KKeJSbpu4KS9V3eUe5YSiUTp4h9en-WaJiOs8v9EuFXmw7Z1pw0J8jUlasohCvQCtlqPGhXvD9hS6hfATl8CsR2l37w3P1J2IiDvTaDr_ZApT4ONDpAcc-jlAb0CuQYTnQBhmUtjzj6mVxw1ePZjeYmLMOJa8dKmT9Emnlu1Bsx0D_GMqt40nc7IWRqJxPwB0gpOUDs?fife=s16383"" height=""200"" width=""auto"" /><br>霊園"
mosque,鳥取01,197,Tottori Mosque,False,35.5196697,134.1686108,,
mosque,島根01,194,島根モスク・イスラーム文化センター,False,35.4843669,133.0678406,,
mosque,島根02,201,"Izumo Mosque (Izumo Muslim Welfare Association) ইযুমো মসজিদ (Izumo, Shimane, Japan)",False,35.3468931,132.7589453,,
mosque,岡山01,246,ｲｽﾗﾑｾﾝﾀｰ,False,34.6491686,133.8520306,,
mosque,岡山02,203,Maniwa Islamic Centre,False,35.0685827,133.8055488,,
mosque,岡山03,205,岡山ｲｽﾗﾑｾﾝﾀｰ 岡山マスジド,False,34.6881253,133.9271619,https://www.google.com/maps?cid=5439402208168652661,岡山県岡山市北区津島東２丁目１−７<br>https://www.google.com/maps?cid=5439402208168652661<br>HP：https://www.okayamamasjid.org/<br>FB：FB：https://www.facebook.com/okayama.masjid/
mosque,岡山04,209,MASJID INDONESIA KURASHIKI,False,34.5432927,133.7427465,,
mosque,岡山05,198,岡山ｾﾝﾄﾗﾙﾓｽｸ,False,34.6572521,133.9259799,,
mosque,広島01,206,Masjid Kasumi Hiroshima,False,34.3789397,132.4813087,,
mosque,広島02,208,Mihara Mosque,False,34.3503529,133.0673923,,
mosque,広島03,210,広島イスラーム文化センター,False,34.3911756,132.738345,,
mosque,徳島01,207,徳島マスジド,False,34.0817787,134.5124336,,
mosque,徳島02,265,masjid indnesia Tokushima(仮),False,34.0580957,134.3133195,https://www.instagram.com/masjidindonesiatokushima/,日用品店隣<br>map登録なし(3/27)<br>https://www.instagram.com/masjidindonesiatokushima/<br>日本法人：一般社団法人 Masjid Indonesia Tokushima<br>モスク建設寄付募集中<br>支援団体<br>Human Initiative Japan<br>Mito Jepang
mosque,香川01,202,Mushola Al-Falah (ムショラアルファラー),False,34.3374085,134.0475161,,
mosque,香川02,204,Masjid Kagawa,False,34.3153182,133.8763697,,
mosque,愛媛01,215,Matsuyama Masjid (MICC),False,33.8365598,132.7822292,,
mosque,愛媛02,221,新居浜マスジド,False,33.9595589,133.2778654,,
mosque,高知01,218,Masjid Al-Fatih Prefektur Kochi,False,33.5576585,133.540313,,
mosque,福岡01,211,カルチャーセンター,False,33.8899978,130.7569742,,
mosque,福岡02,214,福岡マスジド アンヌールイスラム文化センター,False,33.6199858,130.4271005,,
mosque,福岡03,216,Ito Masjid,False,33.5812239,130.1833118,,2026年6月
mosque,福岡04,272,Mushola tsuruta🕌,False,33.3972891,130.6272738,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gy8JY8VAHxdEKb4KMnZmdfS6M2mz5zGeaI-_QvdGuke0vQ9QZA9QrN9CuJwp6WqB_eLrS3kOJE6GAYE5CU1ZPBMIRziqIODtuHwlUuek4KlboNdLfTs66Lc2Qb65x-NawfMg7rQW_7nm3vUxlyAKc1yIIzlHyG2SNTmUZeSlsppuuOerlIAfXGE-9BGTwTUIXVRr85DzE6303Esgb9fY-27Wa8g7uftqzy0Ub7tMPu7Vz4ndkra8If9jSA?fife=s16383,"<img src=""https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gy8JY8VAHxdEKb4KMnZmdfS6M2mz5zGeaI-_QvdGuke0vQ9QZA9QrN9CuJwp6WqB_eLrS3kOJE6GAYE5CU1ZPBMIRziqIODtuHwlUuek4KlboNdLfTs66Lc2Qb65x-NawfMg7rQW_7nm3vUxlyAKc1yIIzlHyG2SNTmUZeSlsppuuOerlIAfXGE-9BGTwTUIXVRr85DzE6303Esgb9fY-27Wa8g7uftqzy0Ub7tMPu7Vz4ndkra8If9jSA?fife=s16383"" height=""200"" width=""auto"" /><br>福岡県朝倉市下浦２０８６<br>多分、寮？内の簡易礼拝所。<br>googleマップに登録があったので掲載。<br>様子見"
mosque,佐賀01,220,佐賀マスジド,False,33.2387568,130.2999565,,
mosque,長崎01,212,長崎中央モスク,False,32.7685658,129.8629823,,
mosque,熊本01,219,熊本イスラミックセンター(KIC),False,32.8144972,130.7311818,,
mosque,大分01,226,別府モスク,False,33.2916173,131.5030348,,
mosque,大分02,217,中津モスク [Nakatsu Masjid],False,33.564205,131.2432968,,
mosque,宮崎01,223,宮崎モスク,False,31.8300879,131.4229893,,
mosque,宮崎02,233,都城モスク,False,31.8419838,131.0902852,,
mosque,鹿児01,224,鹿児島モスク,False,31.5590424,130.5495762,,
mosque,鹿児02,230,Kirishima Masjid,False,31.722849,130.8049099,,
mosque,沖縄01,245,Nishihara Masjid,False,26.2433806,127.7610301,,
mosque,沖縄02,244,Ishikawa Masjid,False,26.4328211,127.8273809,,
mosque,沖縄03,229,"Okinawa Masjid, Okinawa Islamic Culture Center (OICC)",False,26.2445395,127.7634164,,
prayer_room,,,Odaiba Prayer room (お台場モスク),False,35.6293234,139.7763901,,
prayer_room,,,Friday prayer room (Muslim community at the International University of Japan),False,37.1472575,138.9496762,,
prayer_room,,,HARAPAN（礼拝所を併設したインドネシア・カフェ HALAL）,False,35.2022661,139.6259764,,
prayer_room,,,KEDAI NENEK,False,35.5029975,138.6615849,,
prayer_room,,,祈祷室,False,35.6542936,140.0311723,,
prayer_room,,,礼拝室,False,35.7735065,140.3875478,,
prayer_room,,,東京国際空港 祈祷室,False,35.5455836,139.7678372,,
prayer_room,,,東京ビッグサイト祈祷室,False,35.6299795,139.7949623,,
prayer_room,,,松屋銀座屋上 礼拝室,False,35.6722187,139.7667554,,
prayer_room,,,JR東日本 東京駅 祈祷室,False,35.6820816,139.7662036,,
prayer_room,,,川内モスク,False,38.2600561,140.8493658,,
prayer_room,,,祈祷室,False,35.710486,139.761095,,
prayer_room,,,東京大学イスラーミック文化社会(TUICS) 祈祷室,False,35.7147631,139.7608704,,
prayer_room,,,祈祷室,False,34.7012806,135.496093,,
prayer_room,,,礼拝所,False,34.6554126,135.429998,,
prayer_room,,,祈祷室,False,34.663159,135.5014276,,
prayer_room,,,祈祷室,False,34.7012806,135.496093,,
prayer_room,,,祈祷室,False,34.7030406,135.4917562,,
prayer_room,,,Prayer Room in Daimaru South Bldg. 7th floor,False,34.6725356,135.501209,,
prayer_room,,,Prayer Room,False,34.702685,135.4988674,,
prayer_room,,,Prayer room (ムスリム礼拝室),False,43.0657095,141.3634815,,
prayer_room,,,Prayer room Chitose Airport,False,42.7869554,141.6765701,,
prayer_room,,,ムスリム向け礼拝室,False,34.4345376,135.2433981,,
prayer_room,,,礼拝スペース 東京ミッドタウン,False,35.6659105,139.7299648,,
prayer_room,,,Takeshiba Prayer Room,False,35.6552143,139.7606699,,
prayer_room,,,順天堂医院 礼拝室,False,35.7020709,139.762362,,
prayer_room,,,礼拝室（Prayer Room）横浜ワールドポーターズ,False,35.4541133,139.6380548,,
prayer_room,,,祈祷室,False,35.6542936,140.0311723,,
prayer_room,,,Kamogawa Sea World Prayer Room,False,35.116325,140.1210169,,
prayer_room,,,Prayer room,False,35.4374766,139.9340791,,
prayer_room,,,KEBABUP Tokorozawa (イスラムお祈り室),False,35.8081774,139.4582847,,
prayer_room,,,Muslim Prayer Space,False,35.6695485,139.8122211,,
prayer_room,,,Prayer Room in Hostel DEN,False,35.6910818,139.776677,,
prayer_room,,,Prayer Room (inside donburi chaya),False,43.1956489,141.0042134,,
prayer_room,,,Aomori Airport Prayer Room,False,40.7380379,140.6883686,,
prayer_room,,,Warung Mahal（ワルーンマハール）,False,38.8992941,141.5807535,,
planned,,,FURO & SAUNA THE VANISH,False,33.6398575,130.519232,,
planned,,,Serba Aci JP店,False,34.0580192,134.3134075,,
planned,,,朝倉モスク masjid,False,33.359878,130.828412,,福岡県朝倉市杷木林田1398-3<br>建設予定地
planned,,,モスク（FUJISAWA MASJID）,False,35.4002098,139.4100177,,
planned,,,Kashima Mosque,False,35.9277144,140.6338223,,
planned,,,MASJID AL-MUTTAQIN CHIBA,False,35.7967709,139.9687442,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gwmcev0GhmLYXYE-GdPin9p9_V4Z_pbWJRD4EZ7dszUjNa-JfeSjQTLSRs2GV-cpbPQjlbmI1ARTDgrINCeoCIZEx-cvJxd2XlPZYE3WQt4RyD1TRIFZ8cuScTQIhFkCAIRYFTEs2cjKknmvj9He7pdetXlUl26-P7ZBg4ykpa-PKAmZ0hgx8rEa8jgOGORepwiF5iR9OLyxheUkJD88Y7pjpbDXWmkLjnmm9k_CKQJUxzkvo2YrjAU6CI?fife=s16383,"<img src=""https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gwmcev0GhmLYXYE-GdPin9p9_V4Z_pbWJRD4EZ7dszUjNa-JfeSjQTLSRs2GV-cpbPQjlbmI1ARTDgrINCeoCIZEx-cvJxd2XlPZYE3WQt4RyD1TRIFZ8cuScTQIhFkCAIRYFTEs2cjKknmvj9He7pdetXlUl26-P7ZBg4ykpa-PKAmZ0hgx8rEa8jgOGORepwiF5iR9OLyxheUkJD88Y7pjpbDXWmkLjnmm9k_CKQJUxzkvo2YrjAU6CI?fife=s16383"" height=""200"" width=""auto"" /><br>2026年5月土地取得済み？<br>千葉県松戸市五香２丁目１−１ ＲＭビル"
planned,,,Mesjid Koganei,False,35.7013732,139.5030322,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gz05vidQNaJWM883Odljpurckzup-0c7EDHliC76wAxVerKP9v5VKOBu9CxPOyKwdYwawzPbsWXPU3zly6l4VTPaWNZPtTbQAxffn6L6iiYCIcjJG2QBWf8uBjSfj5UYZlLfzs1RuDqu_Zz7yoM4RtRaMJMXRKDGGsJTVkEZbvEkzB0KO6SUp9UgNHnjWjOjNqD74y5zojCoMu6126YUUQs5ZABnCEJFx2O-cS9SECdV0l1MeOThCXIVPg?fife=s16383,"<img src=""https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gz05vidQNaJWM883Odljpurckzup-0c7EDHliC76wAxVerKP9v5VKOBu9CxPOyKwdYwawzPbsWXPU3zly6l4VTPaWNZPtTbQAxffn6L6iiYCIcjJG2QBWf8uBjSfj5UYZlLfzs1RuDqu_Zz7yoM4RtRaMJMXRKDGGsJTVkEZbvEkzB0KO6SUp9UgNHnjWjOjNqD74y5zojCoMu6126YUUQs5ZABnCEJFx2O-cS9SECdV0l1MeOThCXIVPg?fife=s16383"" height=""200"" width=""auto"" /><br>東京都小金井市本町５丁目８−３"
